StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,prolificID,race,race_5_TEXT,age,citizenship,gender_respondent,ideology,party,employment,"education_alt ",military,military_family,bp1,bp2,bp3,bp4,bp5,bp6,bp7,cp1,cp2,cp3,cp4,cp5,cp6,cp7,ns1,ns2,ns3,ns4,pp_1,pp_2,pp_3,pp_4,pp_5,mc_general,mc_economy,mc_security,mc_culture,attention1,attention2,Random ID,threat_v,Q_DataPolicyViolations
2025-03-17 09:29:34,2025-03-17 09:29:34,Survey Test,,100,0,True,2025-03-17 09:29:34,R_2aazSuRyjf7NYvY,,,,,,,test,,Nibh! Mi. Molestie! Egestas accumsan maecenas primis sapien platea ac. Sit.,Native Hawaiian or Pacific Islander,,Et? Pharetra pellentesque? A ullamcorper vivamus? Gravida rhoncus curabitur mauris placerat tincidunt.,Yes,Female,Liberal,Independent,Currently unemployed and not seeking opportunities,Natoque. Nec arcu. Ac facilisi dolorem mi ullamcorper in. Dolorem.,Yes,Yes,4,1,2,1,5,3,3,2,1,1,5,5,1,4,5,2,3,2,4,2,4,5,3,,Security,,,Animal rights,2,86704,economy,
2025-03-17 09:29:34,2025-03-17 09:29:34,Survey Test,,100,0,True,2025-03-17 09:29:35,R_cISX357m6gYSyma,,,,,,,test,,Cursus. Convallis placerat consectetuer quam leo lacus magnis odio lacus praesent ab placerat nulla risus.,Two or more,,Temporibus proin auctor. Potenti accumsan odio velit iaculis nibh egestas nibh dolorem viverra rhoncus.,No,Male,Neither Conservative nor Liberal,Republican Party,Currently unemployed and seeking opportunities,Porta sodales potenti pharetra commodo in aliquam fusce eu pede viverra cursus. Ridiculus! Venenatis a.,No,Prefer not to answer,3,1,3,4,1,3,1,1,5,1,3,5,3,4,3,4,2,3,2,3,2,5,3,,,,,Migration,2,18269,placebo,
2025-03-17 09:29:35,2025-03-17 09:29:35,Survey Test,,100,0,True,2025-03-17 09:29:35,R_cDf2EyrKGM5uBNA,,,,,,,test,,Auctor. Orci malesuada vestibulum sem ultricies in accumsan etiam? Et sodales elementum sit. Luctus.,Other (please specify),Ultricies porta cras egestas. Commodo velit lorem? Imperdiet sodales tortor pede tempus wisi accusamus.,Quis non dolorem leo! Amet? Rutrum id neque donec tempus porta enim? Scelerisque vel vivamus.,No,Neither/Prefer not to say,Neither Conservative nor Liberal,Independent,Employed part-time,Suspendisse leo! Et malesuada temporibus est suscipit. Curabitur dolor diam auctor scelerisque. Turpis laoreet porta.,No,Yes,3,1,1,4,5,1,5,2,3,2,4,5,2,4,5,2,4,2,1,1,3,2,3,,,,,Astronomy,1,16628,placebo,
2025-03-17 09:29:35,2025-03-17 09:29:35,Survey Test,,100,0,True,2025-03-17 09:29:35,R_8pHq3xrRSr7yIIu,,,,,,,test,,Fusce justo! Malesuada ipsum consequat eleifend maecenas eros et ultrices cras.,African-American/Black,,Sit et lacus. Nonummy placerat commodo per auctor amet dolorem sit cras? Ipsum? Sodales.,No,Male,Conservative,Independent,Currently unemployed and not seeking opportunities,"Mauris! Temporibus nonummy? Pede eleifend fermentum! Justo, blandit volutpat elit massa. Tempora. Volutpat commodo.",Prefer not to answer,Prefer not to answer,5,2,5,4,4,1,4,3,4,4,1,5,3,4,3,4,5,4,2,3,1,3,4,Africa,,,,Animal rights,2,34748,general,
2025-03-17 09:29:35,2025-03-17 09:29:35,Survey Test,,100,0,True,2025-03-17 09:29:35,R_9t8YLDbypmUG3Qy,,,,,,,test,,"Convallis dignissim praesent sapien atque suscipit elit. Molestie. Tincidunt temporibus, luctus cras.",Native American,,"Laoreet eleifend consequat ac est placerat velit aenean ipsum gravida, ullamcorper venenatis! Convallis atque. Pede.",No,Neither/Prefer not to say,Neither Conservative nor Liberal,Democrat Party,Retired,Atque rhoncus eros? Morbi id! Id ab cras nonummy purus maecenas dignissim interdum. Ultrices porta.,Yes,Yes,5,2,2,3,5,1,4,1,3,4,5,1,4,2,3,4,1,2,3,2,3,4,2,,Economy,,,Astronomy,4,30576,economy,
2025-03-17 09:29:36,2025-03-17 09:29:36,Survey Test,,100,0,True,2025-03-17 09:29:36,R_5yF98HHAh9H81EO,,,,,,,test,,"Morbi. Egestas magna sed neque dapibus elit at cras id sapien. Sem, aliquet? Tellus tellus.",Prefer not to say,,Bibendum aenean facilisi ligula eu aliquet montes ante vehicula temporibus maecenas wisi proin elementum a.,No,Female,Conservative,Republican Party,Employed full-time/Self-employed,Aenean lectus ligula etiam culpa dui ultrices. Commodo vestibulum! Integer sapien.,Yes,Yes,1,3,2,2,3,2,2,1,3,4,1,3,4,1,1,5,2,3,3,2,5,2,5,,,,,Migration,2,73366,placebo,
2025-03-17 09:29:36,2025-03-17 09:29:36,Survey Test,,100,0,True,2025-03-17 09:29:36,R_07JivbWVLOMyc1o,,,,,,,test,,"Per suscipit fringilla ligula neque rutrum lorem, magnis ultrices etiam ipsum.",Asian,,"Tempus ante lacus dolorem imperdiet faucibus platea erat augue erat bibendum tempora faucibus, id per.",No,Neither/Prefer not to say,Neither Conservative nor Liberal,Republican Party,Currently unemployed and not seeking opportunities,"Accusamus vitae at? At bibendum egestas quis vivamus magna, tincidunt felis mi.",Prefer not to answer,Prefer not to answer,5,3,5,1,1,5,5,3,3,1,1,3,3,3,5,2,2,3,5,4,4,1,1,,,Security,,Migration,2,35743,security,
2025-03-17 09:29:36,2025-03-17 09:29:36,Survey Test,,100,0,True,2025-03-17 09:29:36,R_ePx5KT0W2tDjgiy,,,,,,,test,,Velit lectus molestie egestas blandit. Nullam rutrum cursus nibh urna sodales.,Hispanic/Latino,,"Ultricies, eleifend. Erat egestas ullamcorper amet atque ridiculus proin malesuada vivamus dictumst risus. Porta venenatis.",No,Male,Neither Conservative nor Liberal,Democrat Party,Currently unemployed and seeking opportunities,Volutpat eros interdum ridiculus! Purus! Sed at nulla dui tortor sodales? Wisi scelerisque! Platea.,Prefer not to answer,No,3,4,2,5,2,1,1,3,4,1,2,1,3,4,5,4,3,1,1,3,1,3,2,,,,Culture,Medicine,2,68326,culture,
2025-03-17 09:29:36,2025-03-17 09:29:37,Survey Test,,100,1,True,2025-03-17 09:29:37,R_57HugTb59EAgRxA,,,,,,,test,,Sapien blandit. Nulla mattis. Suscipit ab culpa vel vulputate tempus praesent scelerisque! Euismod.,Other (please specify),"Diam. Ultricies vitae sed non lacus euismod ligula luctus wisi primis mauris, tellus montes.",Culpa euismod volutpat ac pede maecenas a lacus platea ut temporibus elementum risus dolorem! Scelerisque.,Yes,Male,Liberal,Republican Party,Retired,Scelerisque eget. Tempus morbi ante temporibus mattis eu vulputate bibendum mauris! Suspendisse tortor ac dictumst.,Yes,Prefer not to answer,2,2,1,5,4,5,4,1,5,2,4,1,1,3,1,2,1,2,3,5,4,5,1,,,,,Medicine,3,69345,placebo,
2025-03-17 09:29:37,2025-03-17 09:29:37,Survey Test,,100,0,True,2025-03-17 09:29:37,R_dbybNMsM9yhAaTc,,,,,,,test,,Atque orci mauris aliquam phasellus! Dapibus vitae? Mattis tempor! Est? Temporibus per elementum.,Native Hawaiian or Pacific Islander,,In natoque natoque? Facilisi temporibus posuere porta! Vestibulum maecenas. Aliquet mauris massa cursus sodales at.,No,Female,Conservative,Independent,Currently unemployed and seeking opportunities,Nullam montes consectetuer quis porttitor. Id sed donec sit commodo accusamus facilisis.,No,No,1,1,4,4,1,1,5,5,4,5,1,2,2,3,5,2,4,3,3,4,3,5,3,,Culture,,,Astronomy,2,98222,economy,
2025-03-17 09:29:37,2025-03-17 09:29:37,Survey Test,,100,0,True,2025-03-17 09:29:37,R_eR2MSzV8lN10bpc,,,,,,,test,,Fringilla at dolor nec rutrum justo eu eleifend sed dolorem lorem natoque porttitor atque praesent.,Other (please specify),Non! Platea erat? Cras porta! Posuere consectetuer pretium ridiculus lectus. Pede eros.,"Leo amet, fermentum. Dolor luctus sem sit nulla! At curabitur potenti. Diam duis.",No,Female,Neither Conservative nor Liberal,Republican Party,Retired,"Gravida vel aenean lectus, dolorem est tempora phasellus culpa vestibulum turpis risus velit.",Prefer not to answer,No,4,3,5,3,1,3,1,3,4,4,5,2,3,1,1,2,4,3,4,3,5,5,5,,,Security,,Medicine,1,13751,security,
2025-03-17 09:29:37,2025-03-17 09:29:37,Survey Test,,100,0,True,2025-03-17 09:29:38,R_1zXyIReJyETOGou,,,,,,,test,,Laoreet fringilla facilisi tellus orci dignissim. Etiam a id. Fermentum placerat cras pharetra nonummy pellentesque.,Prefer not to say,,Vel atque sem atque scelerisque scelerisque nunc amet per aliquam urna massa suspendisse odio velit.,No,Neither/Prefer not to say,Neither Conservative nor Liberal,Democrat Party,Currently unemployed and seeking opportunities,Dignissim. Vivamus convallis nulla donec! Vulputate vitae. Bibendum fermentum. Tempus! Euismod.,No,No,4,2,3,5,1,2,5,4,3,4,3,5,2,3,5,2,2,4,1,1,2,2,1,,Economy,,,Astronomy,2,72831,economy,
2025-03-17 09:29:38,2025-03-17 09:29:38,Survey Test,,100,0,True,2025-03-17 09:29:38,R_40of3EZHyrMqy8K,,,,,,,test,,Lorem cursus. Dictumst rhoncus! Nullam malesuada. Ab montes consectetuer iaculis vivamus. Vestibulum ipsum tincidunt.,Other (please specify),Morbi. Quam. Felis facilisis turpis risus pede pede dapibus. Atque tempor tempora accusamus quis.,Maecenas metus blandit eros risus fringilla mi justo aenean magnis nunc.,Yes,Neither/Prefer not to say,Liberal,Democrat Party,Employed part-time,Nonummy? Morbi sapien molestie venenatis quam vel gravida ante. Rhoncus. Nullam.,Yes,Prefer not to answer,1,1,1,3,3,5,2,5,2,3,5,5,5,2,1,2,2,1,2,2,5,2,2,,,,Culture,Migration,1,13891,culture,
2025-03-17 09:29:38,2025-03-17 09:29:38,Survey Test,,100,0,True,2025-03-17 09:29:38,R_3Qs0WjFKKnvXHp4,,,,,,,test,,"Duis blandit lorem interdum tortor. Justo! Sollicitudin ultricies magnis? Diam quis donec, convallis.",Native American,,Pretium volutpat culpa volutpat duis ultricies. Primis ab turpis! Enim donec leo ante vel.,No,Male,Neither Conservative nor Liberal,Democrat Party,Currently unemployed and not seeking opportunities,Nonummy etiam imperdiet laoreet. Nec vel ultricies consectetuer metus tortor.,Prefer not to answer,Yes,5,1,3,1,3,4,1,5,5,1,2,4,1,5,2,4,4,4,4,5,5,1,5,,Culture,,,Animal rights,1,80869,economy,
2025-03-17 09:29:38,2025-03-17 09:29:38,Survey Test,,100,0,True,2025-03-17 09:29:39,R_bpAMczeluCEaMhE,,,,,,,test,,Amet turpis sapien convallis orci laoreet ultricies lectus risus. Posuere.,Two or more,,"Culpa, convallis risus egestas nulla pharetra faucibus iaculis, tempor venenatis convallis proin egestas.",Yes,Female,Liberal,Democrat Party,Currently unemployed and seeking opportunities,"Justo malesuada? Ut amet purus sit amet potenti, vel augue.",No,Yes,3,1,1,3,5,5,2,4,1,1,3,2,1,4,4,2,5,4,2,2,5,2,3,,,,,Animal rights,3,42961,placebo,
2025-03-17 09:29:39,2025-03-17 09:29:39,Survey Test,,100,0,True,2025-03-17 09:29:39,R_9HvDiO69heXPYTs,,,,,,,test,,Commodo sollicitudin. Elit luctus? Egestas tincidunt lorem. Ridiculus. Urna. Tempus mattis fermentum est.,Other (please specify),"Tortor elit, pede sit velit enim urna malesuada mauris, etiam luctus augue.","Etiam praesent eu. Elementum blandit euismod tincidunt atque. Bibendum. Consequat suscipit, sodales vehicula? Facilisi. Sit.",Yes,Neither/Prefer not to say,Conservative,Independent,Retired,Ut praesent aliquam commodo phasellus euismod felis. Eleifend! Pellentesque suscipit est placerat atque wisi nulla.,No,No,2,5,4,4,4,1,4,3,4,3,3,4,2,3,5,2,4,1,3,2,3,2,1,Central America,,,,Animal rights,4,17636,general,
2025-03-17 09:29:39,2025-03-17 09:29:39,Survey Test,,100,0,True,2025-03-17 09:29:39,R_eqXgBxLxb1qevDU,,,,,,,test,,"Donec quis pretium nec mattis volutpat vulputate malesuada imperdiet? At! Augue, neque! Ut.",Native Hawaiian or Pacific Islander,,"Tempus imperdiet dictumst commodo, temporibus id, aliquam per massa duis sed natoque. Porttitor donec.",Yes,Female,Liberal,Republican Party,Employed full-time/Self-employed,Metus. Aliquam sit! Ligula sem consectetuer euismod vitae posuere ridiculus lacus pharetra rhoncus.,No,No,2,4,2,3,4,2,4,3,5,3,3,5,1,1,4,5,3,2,5,1,2,2,4,,,,,Migration,3,11891,placebo,
2025-03-17 09:29:39,2025-03-17 09:29:40,Survey Test,,100,1,True,2025-03-17 09:29:40,R_4GcuF62r3UIqjFc,,,,,,,test,,Arcu! Non ridiculus quis scelerisque accusamus pellentesque consequat tortor pretium molestie non proin porttitor.,Native American,,Sit potenti. Bibendum tellus risus tempor etiam per at duis? Metus. Metus rutrum imperdiet.,No,Neither/Prefer not to say,Liberal,Independent,Employed full-time/Self-employed,Neque curabitur proin vestibulum dictumst erat auctor faucibus odio porta.,No,Prefer not to answer,3,2,1,3,5,4,2,2,5,5,5,2,5,3,2,3,2,4,2,1,2,2,4,,,Security,,Astronomy,1,80321,security,
2025-03-17 09:29:40,2025-03-17 09:29:40,Survey Test,,100,0,True,2025-03-17 09:29:40,R_d6DbAeHdVVjvcyO,,,,,,,test,,Euismod pede platea. Aenean dapibus cursus leo malesuada scelerisque cursus. Consectetuer magna leo.,African-American/Black,,Neque. Dui ut dui. Dolorem? Dictumst etiam commodo. Molestie phasellus.,No,Neither/Prefer not to say,Neither Conservative nor Liberal,Republican Party,Currently unemployed and seeking opportunities,"Convallis. Facilisi purus integer maecenas, mauris! Temporibus convallis rutrum. Tortor.",Yes,Prefer not to answer,3,4,2,3,3,3,5,2,4,2,2,2,2,4,3,1,4,4,3,2,3,5,2,,,,,Migration,2,11314,placebo,
2025-03-17 09:29:40,2025-03-17 09:29:40,Survey Test,,100,0,True,2025-03-17 09:29:41,R_0BTvszYZwRcpUjA,,,,,,,test,,"Suscipit praesent integer per bibendum ridiculus pede. Phasellus non. Pharetra, enim pede pharetra imperdiet? Consectetuer.",Native American,,"Temporibus posuere fermentum, blandit faucibus, blandit sagittis. Praesent id leo tincidunt. Eu elit dui.",Yes,Neither/Prefer not to say,Conservative,Republican Party,Employed part-time,"Lorem erat, tempora molestie ullamcorper facilisi sagittis. Consequat pretium. Est at consequat. Vehicula temporibus.",No,Yes,4,4,4,2,5,2,1,5,2,5,3,2,5,3,1,3,5,3,2,2,1,1,5,Africa,,,,Astronomy,1,27691,general,
2025-03-17 09:29:41,2025-03-17 09:29:41,Survey Test,,100,0,True,2025-03-17 09:29:41,R_74zWrm44AAU5Nk2,,,,,,,test,,"Suspendisse per est ut dui urna elementum dui natoque wisi sem, sollicitudin. Interdum aliquam.",Two or more,,"Scelerisque morbi facilisi, fusce sodales vitae massa etiam! Aliquet est ante scelerisque nec facilisis laoreet.",Yes,Neither/Prefer not to say,Conservative,Republican Party,Currently unemployed and seeking opportunities,Porta natoque wisi. Ligula faucibus! Commodo nullam maecenas facilisis dolor posuere rutrum? Venenatis.,Yes,No,3,5,2,5,3,4,4,3,5,4,1,1,4,2,4,5,3,5,2,2,2,5,1,,Economy,,,Animal rights,1,26168,economy,
2025-03-17 09:29:41,2025-03-17 09:29:41,Survey Test,,100,0,True,2025-03-17 09:29:41,R_1LykP66pCvxGxNQ,,,,,,,test,,Enim culpa proin volutpat accumsan primis sapien lectus viverra imperdiet culpa.,Unknown,,Tempora tempor rutrum. Quis! Iaculis ante aliquet porta. Ab quis? Auctor! Donec pede non et.,No,Male,Neither Conservative nor Liberal,Republican Party,Employed full-time/Self-employed,"Laoreet! Facilisi, tortor donec accusamus pellentesque. Et bibendum. Pede elit.",Prefer not to answer,Yes,5,3,4,1,4,5,5,5,4,1,3,5,3,4,3,1,3,1,2,2,1,3,1,,,,Economy,Animal rights,3,14659,culture,
2025-03-17 09:29:41,2025-03-17 09:29:41,Survey Test,,100,0,True,2025-03-17 09:29:42,R_8CkC9X6H0foYFDw,,,,,,,test,,Tempus ante. Facilisis est. Porta integer? Quam vulputate consectetuer posuere et sit vel amet purus.,Asian,,"Sodales proin aliquet fermentum commodo! Sagittis tempora et dapibus posuere, luctus? Atque. Lectus tempus proin.",Yes,Neither/Prefer not to say,Neither Conservative nor Liberal,Democrat Party,Currently unemployed and seeking opportunities,"Ut. Sollicitudin! Quam scelerisque faucibus mauris, leo magnis porttitor vulputate.",Yes,Prefer not to answer,4,3,2,3,4,1,5,5,3,5,5,4,1,3,5,2,1,5,2,2,1,3,5,,,,,Medicine,4,46990,placebo,
2025-03-17 09:29:42,2025-03-17 09:29:42,Survey Test,,100,0,True,2025-03-17 09:29:42,R_2gU9rlXAhh4kJkG,,,,,,,test,,Malesuada leo amet felis ut pede scelerisque nec pretium orci eu proin sit volutpat.,Unknown,,"Lectus scelerisque non dapibus, metus cursus placerat nunc felis tempor, sollicitudin fringilla commodo diam.",Yes,Male,Neither Conservative nor Liberal,Democrat Party,Employed part-time,Et atque natoque ultricies metus. Ac? Pede felis sollicitudin urna platea bibendum lacus! Enim sit.,Prefer not to answer,Prefer not to answer,3,5,2,4,5,5,4,3,1,5,3,5,2,1,5,1,5,5,4,2,5,1,5,,,,Culture,Astronomy,3,69210,culture,
2025-03-17 09:29:42,2025-03-17 09:29:42,Survey Test,,100,0,True,2025-03-17 09:29:42,R_9Nsjbsv9wZXt6rI,,,,,,,test,,Orci? Metus aenean. Viverra pellentesque ante vulputate elit ante ullamcorper at. Gravida magna donec accusamus.,White/Caucausian,,Convallis vestibulum ipsum porttitor mi molestie magna rutrum ullamcorper at? A ultricies rutrum? In. Potenti.,Yes,Neither/Prefer not to say,Conservative,Democrat Party,Retired,Ab cras dictumst lectus pellentesque sapien curabitur urna molestie. Duis. Ridiculus mauris justo vivamus.,No,Prefer not to answer,5,2,1,2,2,2,1,5,5,1,5,2,3,3,2,4,4,2,5,3,2,5,3,Central America,,,,Migration,3,33961,general,
2025-03-17 09:29:42,2025-03-17 09:29:42,Survey Test,,100,0,True,2025-03-17 09:29:43,R_6o47HGyAWEo4CNw,,,,,,,test,,"Viverra lacus. Per, risus auctor. In temporibus. Placerat a erat sollicitudin et odio duis, viverra.",Two or more,,Etiam imperdiet wisi maecenas blandit enim malesuada ligula wisi et montes ac vitae.,Yes,Female,Liberal,Democrat Party,Employed part-time,Sapien nec proin proin fusce temporibus suspendisse? Elementum purus integer mi nunc auctor tempora. Malesuada.,Prefer not to answer,Yes,3,1,3,2,3,3,4,2,3,5,3,5,3,4,1,1,3,5,4,5,4,4,5,,,Economy,,Migration,4,92795,security,
2025-03-17 09:29:43,2025-03-17 09:29:43,Survey Test,,100,0,True,2025-03-17 09:29:43,R_29lRrdA9vLiaBMi,,,,,,,test,,"Sollicitudin ultricies arcu, bibendum nibh luctus consequat ligula. Euismod nibh. Faucibus! Tincidunt, interdum elementum.",Two or more,,"Fusce potenti, eu dolor neque bibendum sapien ipsum, mattis tempor.",No,Neither/Prefer not to say,Neither Conservative nor Liberal,Democrat Party,Currently unemployed and seeking opportunities,"Risus tellus consectetuer viverra dignissim turpis dolor erat nibh? Orci luctus ultricies, potenti ante molestie.",Yes,No,3,4,1,1,5,4,5,4,2,5,1,2,5,1,2,3,3,4,4,5,2,1,2,,,Security,,Medicine,4,23075,security,
2025-03-17 09:29:43,2025-03-17 09:29:43,Survey Test,,100,0,True,2025-03-17 09:29:43,R_elCWJLL9LOJFIpM,,,,,,,test,,"Aliquet elementum in vehicula, euismod elit sed cursus vivamus leo viverra.",Prefer not to say,,"Placerat ullamcorper aliquam. Consectetuer viverra proin nec, rhoncus fusce sagittis diam ultrices et? Est porta.",Yes,Neither/Prefer not to say,Conservative,Republican Party,Employed full-time/Self-employed,Egestas nulla. Potenti euismod ut faucibus vel diam nullam! Odio sodales.,Prefer not to answer,Yes,1,1,5,1,5,3,2,2,3,2,1,3,2,4,3,1,5,2,1,5,5,5,4,,,Economy,,Medicine,4,85205,security,
2025-03-17 09:29:43,2025-03-17 09:29:44,Survey Test,,100,1,True,2025-03-17 09:29:44,R_3JySrigSvDe1k5U,,,,,,,test,,"Porta magnis placerat nec ipsum. Ullamcorper porttitor sapien, convallis dictumst eleifend.",Prefer not to say,,Metus ultricies turpis? Turpis. Erat dolor facilisi orci praesent ac fusce platea.,Yes,Neither/Prefer not to say,Neither Conservative nor Liberal,Republican Party,Employed full-time/Self-employed,"Sit! Placerat. Rhoncus curabitur eu non ligula, duis in arcu sapien nonummy.",Yes,No,4,4,1,1,1,3,3,3,4,2,3,2,2,4,4,5,3,2,3,3,5,1,3,,,Economy,,Migration,4,62656,security,
2025-03-17 09:29:44,2025-03-17 09:29:44,Survey Test,,100,0,True,2025-03-17 09:29:44,R_8wRh5ZspMS7e8iW,,,,,,,test,,"Facilisi interdum vivamus mauris? Nulla, fringilla nullam integer tincidunt fermentum porta.",Asian,,Magnis nulla eros facilisi magna. Auctor? Et elit malesuada tortor porta pellentesque vivamus praesent pretium.,Yes,Male,Liberal,Democrat Party,Employed full-time/Self-employed,Ligula tincidunt metus volutpat! Duis sagittis primis aliquet mauris ridiculus? Facilisi sit! Sit cursus.,Prefer not to answer,No,4,2,3,4,3,5,1,5,5,2,4,2,2,2,2,2,1,4,4,5,5,1,1,Africa,,,,Astronomy,4,72723,general,
2025-03-17 09:29:44,2025-03-17 09:29:44,Survey Test,,100,0,True,2025-03-17 09:29:44,R_eA8ylY11RcHsdhk,,,,,,,test,,Dolorem eget per ridiculus pellentesque ligula! Sed. Accusamus atque porttitor nonummy.,Unknown,,Pharetra euismod montes justo duis nibh platea amet lectus vivamus et natoque.,No,Neither/Prefer not to say,Liberal,Republican Party,Employed part-time,Turpis dapibus nonummy natoque blandit posuere! Augue faucibus sapien! Euismod! Dignissim! Vulputate pretium. Velit? Pede.,No,No,4,4,4,3,1,3,3,2,3,5,5,2,5,3,5,2,5,1,1,2,4,1,3,,,,,Animal rights,1,90165,placebo,
2025-03-17 09:29:44,2025-03-17 09:29:45,Survey Test,,100,1,True,2025-03-17 09:29:45,R_3kCHC3ygjhs3PGS,,,,,,,test,,Quam wisi rutrum ab etiam vulputate est leo pretium natoque convallis molestie tempor.,Unknown,,"Donec ab tellus enim mattis elementum massa eu. Egestas euismod, laoreet, ac euismod vestibulum. Wisi.",No,Neither/Prefer not to say,Conservative,Republican Party,Retired,Pharetra. Eget venenatis massa felis vehicula natoque interdum risus eleifend.,Prefer not to answer,Prefer not to answer,2,2,2,2,1,5,4,3,4,1,1,2,1,2,3,5,1,5,5,3,5,2,5,,,,,Astronomy,3,17230,placebo,
2025-03-17 09:29:45,2025-03-17 09:29:45,Survey Test,,100,0,True,2025-03-17 09:29:45,R_5jocyokU6dpABDw,,,,,,,test,,Vulputate vivamus dictumst suspendisse lacus platea urna enim in porttitor etiam eleifend magnis odio.,Native American,,Nec blandit accumsan ultrices leo gravida gravida aliquam per vitae enim metus maecenas suspendisse vel.,Yes,Female,Liberal,Republican Party,Employed full-time/Self-employed,"Magna auctor ullamcorper amet sed maecenas a vel, consequat duis lorem ridiculus lectus duis metus.",Prefer not to answer,Prefer not to answer,5,2,2,5,2,5,5,4,2,5,3,3,2,5,5,5,3,1,3,1,4,2,4,,Culture,,,Astronomy,4,46644,economy,
2025-03-17 09:29:45,2025-03-17 09:29:45,Survey Test,,100,0,True,2025-03-17 09:29:45,R_eV7U3CCa9UQeLb0,,,,,,,test,,"Ac eleifend aenean tempus donec. Ipsum id dapibus consectetuer proin elementum purus, lectus phasellus ullamcorper.",Asian,,Donec! Tortor donec justo blandit temporibus nonummy? Felis nunc lectus est? Auctor nonummy placerat.,Yes,Neither/Prefer not to say,Neither Conservative nor Liberal,Republican Party,Employed part-time,Aliquet convallis egestas posuere? Purus nonummy porta magnis porttitor! Posuere accumsan donec.,Yes,No,5,4,1,3,5,1,1,1,1,4,3,5,1,4,1,2,2,1,5,1,4,3,4,,,Culture,,Animal rights,3,81667,security,
2025-03-17 09:29:45,2025-03-17 09:29:46,Survey Test,,100,1,True,2025-03-17 09:29:46,R_cvi0qCNWdHCkudU,,,,,,,test,,Facilisis cras culpa aenean tellus pretium nonummy maecenas porta dolor porttitor temporibus odio fusce scelerisque.,Two or more,,"Dictumst! Eu molestie eleifend tempor nullam. Euismod nonummy, atque leo. Culpa? Tempus tortor risus.",No,Neither/Prefer not to say,Conservative,Democrat Party,Currently unemployed and seeking opportunities,Augue? Metus pede vivamus egestas faucibus eleifend temporibus laoreet amet dapibus.,Prefer not to answer,Prefer not to answer,4,2,5,5,5,1,2,5,2,5,3,2,3,3,2,3,4,4,4,5,5,1,4,Africa,,,,Migration,3,60957,general,
2025-03-17 09:29:46,2025-03-17 09:29:46,Survey Test,,100,0,True,2025-03-17 09:29:46,R_ebsH05nYvphcdVA,,,,,,,test,,"Curabitur, sed diam phasellus dui viverra eget nec duis lectus pretium a.",Two or more,,"Vehicula! Eget, wisi amet. Leo consectetuer mattis tempus tincidunt! Montes eros etiam magnis? Erat.",Yes,Neither/Prefer not to say,Conservative,Democrat Party,Currently unemployed and not seeking opportunities,Scelerisque nunc? Nec. Ultricies risus molestie platea. Dignissim nulla tincidunt.,Prefer not to answer,Prefer not to answer,1,1,4,4,1,1,4,5,4,5,3,4,1,3,5,2,4,2,1,2,2,2,5,Central America,,,,Medicine,4,73520,general,
2025-03-17 09:29:46,2025-03-17 09:29:46,Survey Test,,100,0,True,2025-03-17 09:29:46,R_3Eh6X80QlNVfCnk,,,,,,,test,,Viverra sagittis! Elit malesuada ut sed faucibus arcu nibh sit enim dolorem dignissim.,Native Hawaiian or Pacific Islander,,Scelerisque? Eros atque eros risus sagittis euismod? Blandit! Turpis mi dolor sit urna. Natoque.,No,Female,Liberal,Republican Party,Retired,Temporibus platea phasellus ultricies faucibus culpa diam faucibus accumsan felis purus interdum? Mi pretium.,Prefer not to answer,Prefer not to answer,5,4,5,2,2,4,4,3,2,3,2,3,2,4,3,1,1,3,3,5,4,3,1,,,,Economy,Medicine,3,92638,culture,
2025-03-17 09:29:47,2025-03-17 09:29:47,Survey Test,,100,0,True,2025-03-17 09:29:47,R_6lq0UXEecKTHRpY,,,,,,,test,,"Eu magnis vulputate, ut praesent ultricies arcu nullam. Interdum posuere elementum phasellus.",Other (please specify),Ante turpis nibh? Maecenas tincidunt ullamcorper pede rhoncus consectetuer sollicitudin. Diam! Eros.,Phasellus malesuada tincidunt dictumst! Laoreet duis et diam porta duis pretium.,No,Male,Liberal,Democrat Party,Employed part-time,Vehicula? Primis tellus et eleifend porta temporibus? Suspendisse ultricies odio maecenas vitae pharetra.,Prefer not to answer,Prefer not to answer,2,3,2,3,5,5,4,5,5,5,2,3,1,5,4,3,4,1,3,3,1,1,4,Central America,,,,Animal rights,2,23254,general,
2025-03-17 09:29:47,2025-03-17 09:29:47,Survey Test,,100,0,True,2025-03-17 09:29:47,R_cH17ginGq6rP5TU,,,,,,,test,,Morbi. Commodo consequat natoque! Eu. Justo sit elit pede? A a pede phasellus.,Native American,,Ullamcorper et egestas! Quis pellentesque pede interdum fermentum risus? Dapibus posuere.,No,Female,Conservative,Democrat Party,Currently unemployed and seeking opportunities,"Lacus, eu quis nulla. Viverra accumsan primis ante sollicitudin faucibus felis orci.",Prefer not to answer,Prefer not to answer,4,5,5,4,4,4,5,5,1,2,1,5,4,1,3,3,1,1,3,5,5,5,4,,Economy,,,Astronomy,2,87262,economy,
